0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.00066977,0,0,1,0,1,1,0,1,1,0,0,0.00068496,0,0,1,0,1,6.8704e-05,0,1,0.0010066,0,1,1,0,0
1,1,1,0.00033598,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.00019959,0,0,0.0028515,0,0,0.00068072,0,0,1,0,0,1,0,0,6.6872e-05,0,0,1,0,0,1,0,0,1,0,0
1,0,0,2.827e-05,0,0,1,0,1,1,0,0,1,1,0,3.5094e-05,0,0,1,0,0,2.9457e-05,1,0,1,0,0
0.00066401,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00031242,1,1
0,0,0,0,0,0,0,0,0,0.0077506,0,0,0.0038871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.8075e-05,1,1,1,1,1,1,1,1,1,1,1
1,0,0,4.7117e-05,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0
0,1,1,1,0,0,1,0,0,0.012204,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,0.0075862,1,1,0.00052943,1,1,1,1,1,1,1,1,1,0.018013,1,1,1,1,1,1,1,0.00048798,1,1
1,0,0,1,1,1,0.00023786,0,0,0.032046,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1
1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
1,1,0,1,1,3.9081e-05,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,0.0036928,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0.00061591,1,1
1,1,1,3.5338e-05,1,1,1,1,0,0.012577,1,1,0.0028938,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.00021757,1,1,1,1,1,1,1,1,1,1,1
0.0083772,0.032615,1,0.0065971,1,1,1,1,1,1,1,1,1,1,1,0.00133,1,1,1,1,1,0.0008425,1,1,2.4646e-05,0.013323,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0003191,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,0.006466,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0.00042911,1,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
0.00034884,0,0,0,1,1,0,0,0,0.0090223,0,0,0,0,0,0.00014505,0,0,0.00041222,0,0,0,0,0,7.1519e-05,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0017039,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0.011736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,0,0.012401,1,1,1,0,1,1,0,1,8.437e-05,1,0,1,0,0,0.00060252,1,1
0.044678,1,1,0.00041612,1,1,0,1,1,0.00034746,1,1,0.002278,1,1,0.0015031,0.018013,1,0,1,1,0.0022947,0.038146,1,0.00018484,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.014927,1,1,1,1,1,1,1,1,1,1,1
0.00069767,0,0,0.0003763,1,1,0,0,0,0.015376,0,0,0,0,0,0.00039888,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1,0,0,0.0069386,0,0,1,0,0,0.011819,0,0,1,0,4.1303e-05,0.00013374,0,0,1,1,0,1,0,0,1,0,0
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,1,0.0079841,0,1,1,1,1,1,1,1,1,1,5.1629e-05,1,0,1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.013436,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04866,1,1,1,1,1,1,1,1,1,1,1
0.00076508,0,0,1,1,1,0.0003744,1,1,1,1,0,1,1,6.8838e-05,1,0,1,1,1,1,1,0,1,1,0,1
1,1,0,1,1,1,1,1,1,1,5.775e-05,1,1,1,1,0.0051358,1,1,1,1,1,1,1,0,1,0,1
0,1,1,0,1,1,0,1,1,1,1,1,0.0045026,1,1,0,1,1,0,1,1,0,1,1,1,1,1
0.0043111,1,1,0.0065584,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0010254,1,0,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,0.0008441,1,1,1,1,1,1,1,1,0.001304,1,1,1,0,1,1,0,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0063562,1,1,1,1,1
1,1,1,1,1,1,0.00028543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.00065116,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0.00051494,1,0
1,1,1,0,1,1,0.00054231,1,1,0,1,1,0,1,1,0.00029009,1,1,0.001855,0,1,0,0,0,9.5358e-05,1,1
0.00088705,1,1,0.0071287,0,0,1,0,0,0.035493,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0
1,1,1,1,1,1,3.8717e-05,1,1,1,1,1,1,1,1,0.01874,1,1,0.0082385,1,1,1,1,1,0.0055805,1,1
0.000166,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.6946e-05,1,1
1,1,1,1,1,1,0.00054458,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.00026612,1,1,1,1,1,0.00036305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0.025889,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
1,1,1,1,0,1,1,0,0,1,4.95e-05,0,1,0,1,1,6.9669e-05,1,1,0,1,1,1,0,1,3.6694e-05,1
1,1,1,1,1,1,1,0,6.7181e-05,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,0.03189,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0.014938,1,1,0.0056234,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0.020824,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1,0,0,1,0,1,0.00094368,1,0,1,0,0,1,1,0,0.0016323,0,0,0.0013799,0,0,1,0,0,1,0,0
1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,3.816e-05,0,0,1,1,1
1,1,1,1,1,1,0.00060395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0.0035662,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0.00057826,1,0,1,0,0,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,0.021646,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,0.00093259,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7.2386e-05,0,0,0.00016028,0,0,0,0,0,1,0,0,0,1,0,0.0018956,0,0,0,0,0,0,0,0,0,0,0
0.00097721,0,1,1,1,1,1,0,1,0.04894,1,1,1,1,1,0.0013822,1,1,1,0,1,1,1,1,1,1,1
1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00015264,1,1,1,1,1
1,1,1,1,1,1,0.00093613,1,1,1,1,1,1,1,0,1,1,1,0.0023972,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.8587e-05
1,1,1,0.0038147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00027601,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00026287,1,1
0.0010134,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.0019689,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0012637,1,1,1,1,1,1,1,1,1,1,1
1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00063089,1,1
1,1,1,8.014e-05,1,1,1,1,1,1,1,1,0.018966,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0.044323,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0.029217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.038357,1,0.0029365,1,1,0.0050237
1,1,1,0.043265,1,1,1,1,1,1,0.0075376,1,1,1,1,1,1,1,1,1,1,1,0.032698,1,1,1,1
1,1,1,0.043426,1,1,1,1,1,1,1,0.015566,1,1,1,1,1,1,1,1,1,1,1,0.0065546,0.022294,0.0034218,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0041291
1,1,1,1,1,1,1,1,1,1,0.0046338,1,1,1,0.00020572,1,1,0.015975,0.020673,1,1,0.025162,1,1,1,0.0037193,0.0076388
1,0,0,1,0,0,0.0024165,0,0,1,0,0,0.00044253,0,0,0.033495,0,0,0.0055946,0,0,1,0,0,1,0,0.0044387
1,1,1,1,1,0.0044095,1,1,1,1,1,1,1,1,1,0.034135,1,1,0.048401,1,1,1,1,1,1,1,1
1,1,0.0082973,1,0.0099849,1,1,0.0071709,0.012319,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.0034239,1,1,1,1,1,0.00054822,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.0098898,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015343,1,1,0.0011107,1,1
1,1,0.0066459,1,1,1,1,1,0.0070067,1,0.0078774,1,1,1,1,1,1,0.014852,1,0.0061832,1,1,1,1,1,1,1
1,1,1,0.048901,0.012099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0016737,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.017861,1,1,1,1,1,1
1,0.002345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0.004766,1,1,1,1,1,0.017425,1,1,1,1,0.0011777,1,1,1,1,1,1,0.0076208,1,1,1
1,0.00075425,1,1,1,1,1,1,1,1,1,1,1,0.004873,1,1,1,1,1,0.0050377,1,1,1,1,1,1,1
1,1,0.0054879,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0062026,1,1,1,1,0.03087,1,1,1,1,0.005471
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0044757,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0.049888,1,1,1,1,1,1,1,0.0034972,1,1,1,0.047288,1,0.023576,1,0.0067455,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0.016708,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.042332,1,1,1,1,1,1,1,1,1,1,1
1,0.00082281,1,1,0.0054515,0.0030022,1,0.0083337,0.00034459,1,1,0.017957,1,1,0.00015429,1,0.0022573,1,1,0.005272,0.02004,1,0.00023668,0.0065021,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.030307,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0029423,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00039257,1,1,1,1,1,1,1,1,1,1
1,0.0025199,0.006948,1,0.014601,0.0038778,0.037295,0.00067832,1,1,0.0075252,9.6803e-05,1,0.01599,0.00013714,0.027478,1,0.0023986,1,0,0.0025719,0.042551,0.00026627,1,1,0.00027895,1
